Protein_1	Protein_2	Interaction_label
PRT1	RPS13	1
PRT1	RPS14A	1
PRT1	RPS14B	1
PRT1	RPS15	1
PRT1	RPS16A	1
PRT1	RPS16B	1
PRT1	RPS17A	1
PRT1	RPS17B	1
PRT1	RPS18A	1
PRT1	RPS18B	1
PRT1	RPS19A	1
PRT1	RPS1A	1
PRT1	RPS2	1
PRT1	RPS21A	1
PRT1	RPS22A	1
PRT1	RPS23A	1
PRT1	RPS23B	1
PRT1	RPS24A	1
PRT1	RPS24B	1
PRT1	RPS25A	1
PRT1	RPS26A	1
PRT1	RPS26B	1
PRT1	RPS27A	1
PRT1	RPS28A	1
PRT1	RPS28B	1
PRT1	RPS29A	1
PRT1	RPS3	1
PRT1	RPS30A	1
PRT1	RPS30B	1
PRT1	RPS31	1
PRT1	RPS4A	1
PRT1	RPS4B	1
PRT1	RPS5	1
PRT1	RPS6A	1
PRT1	RPS6B	1
PRT1	RPS7A	1
PRT1	RPS7B	1
PRT1	RPS8A	1
PRT1	RPS8B	1
PRT1	RPS9A	1
PRT1	RPS9B	1
PRT1	SUA7	1
PRT1	SUI1	1
PRT1	SUI2	1
PRT1	SUI3	1
PRT1	TIF1	1
PRT1	TIF11	1
PRT1	TIF34	1
PRT1	TIF35	1
PRT1	TIF4631	1
PRT1	TIF4632	1
PRT1	TIF5	1
PRT1	TIF6	1
PSD1	PSD2	1
PSD1	SPO14	1
PSE1	RPL25	1
PSE1	RRP12	1
PSE1	SLX9	1
PSE1	SRP1	1
PSE1	ULP1	1
PSE1	YAP1	1
PSE1	YMR310C	1
PSE1	YRA1	1
PSE1	YRA2	1
PSH1	SPT16	1
PSH1	UBC8	1
PSH1	UBI4	1
PSK1	UGP1	1
PSK2	UGP1	1
PSO2	RAD1	1
PSO2	RAD4	1
PSO2	SAK1	1
PSO2	YKU70	1
PSO2	YKU80	1
PSP2	TIF4632	1
PSR1	WHI2	1
PSY2	PSY4	1
PSY2	RGA2	1
PSY2	RRD1	1
PSY2	SPT5	1
PSY4	RRD1	1
PSY4	SPT5	1
PTA1	PTI1	1
PTA1	REF2	1
PTA1	RNA14	1
PTA1	RNA15	1
PTA1	RPO21	1
PTA1	SSU72	1
PTA1	SWD2	1
PTA1	YSH1	1
PTA1	YTH1	1
PTC1	RPB11	1
PTC2	SHQ1	1
PTC2	WTM1	1
PTC3	TSR1	1
PTC3	VPS34	1
PTC7	SEC14	1
PTI1	REF2	1
PTI1	RNA14	1
PTI1	RNA15	1
PTI1	SSU72	1
PTI1	SWD2	1
PTI1	YSH1	1
PTI1	YTH1	1
PTP2	PTP3	1
PTP2	SLT2	1
PTP3	SLT2	1
PUB1	SGN1	1
PUB1	STO1	1
PUB1	SWI1	1
PUB1	TIF4631	1
PUB1	TIF4632	1
PUF6	RIX7	1
PUF6	RLP24	1
PUF6	RLP7	1
PUF6	RPF1	1
PUF6	RPF2	1
PUF6	RPL1B	1
PUF6	RPL25	1
PUF6	RPL3	1
PUF6	RRP12	1
PUF6	RRP8	1
PUF6	SHE2	1
PUF6	SPB4	1
PUF6	SSF1	1
PUF6	TIF6	1
PUF6	URB1	1
PUP1	PUP3	1
PUP1	RPN1	1
PUP1	RPN10	1
PUP1	RPN11	1
PUP1	RPN13	1
PUP1	RPN2	1
PUP1	RPN5	1
PUP1	RPN6	1
PUP1	RPN7	1
PUP1	RPN8	1
PUP1	RPN9	1
PUP1	RPT1	1
PUP1	RPT2	1
PUP1	RPT3	1
PUP1	RPT4	1
PUP1	RPT5	1
PUP1	RPT6	1
PUP1	UBP6	1
PUP3	RPN1	1
PUP3	RPN10	1
PUP3	RPN11	1
PUP3	RPN13	1
PUP3	RPN2	1
PUP3	RPN5	1
PUP3	RPN6	1
PUP3	RPN7	1
PUP3	RPN8	1
PUP3	RPN9	1
PUP3	RPT1	1
PUP3	RPT2	1
PUP3	RPT3	1
PUP3	RPT4	1
PUP3	RPT5	1
PUP3	RPT6	1
PUP3	UBP6	1
PUS1	PUS4	1
PUS7	TAN1	1
PUS7	TIF4631	1
PUT1	PUT2	1
PWP2	RCL1	1
PWP2	ROK1	1
PWP2	RPF1	1
PWP2	RPF2	1
PWP2	RPL3	1
PWP2	RPL4A	1
PWP2	RPP0	1
PWP2	RPS11A	1
PWP2	RPS11B	1
PWP2	RPS12	1
PWP2	RPS13	1
PWP2	RPS14A	1
PWP2	RPS14B	1
PWP2	RPS16A	1
PWP2	RPS1A	1
PWP2	RPS1B	1
PWP2	RPS22A	1
PWP2	RPS3	1
PWP2	RPS4A	1
PWP2	RPS4B	1
PWP2	RPS5	1
PWP2	RPS6A	1
PWP2	RPS6B	1
PWP2	RPS7A	1
PWP2	RPS8A	1
PWP2	RPS8B	1
PWP2	RPS9A	1
PWP2	RPS9B	1
PWP2	RRP12	1
PWP2	RRP3	1
PWP2	RRP5	1
PWP2	RRP7	1
PWP2	RRP9	1
PWP2	SNU13	1
PWP2	SOF1	1
PWP2	SPB4	1
PWP2	UTP10	1
PWP2	UTP13	1
PWP2	UTP15	1
PWP2	UTP20	1
PWP2	UTP23	1
PWP2	UTP30	1
PWP2	UTP6	1
PWP2	UTP8	1
PWP2	UTP9	1
PXA1	PXA2	1
PXR1	SPP382	1
PYC1	PYC2	1
PYC2	TPM1	1
PYK2	RPC34	1
PZF1	RPC17	1
PZF1	RPO31	1
QCR10	QCR2	1
QCR10	QCR6	1
QCR10	QCR7	1
QCR10	QCR9	1
QCR2	QCR6	1
QCR2	QCR7	1
QCR2	QCR9	1
QCR2	RIP1	1
QCR6	QCR7	1
QCR6	QCR9	1
QCR6	RIP1	1
QCR7	QCR9	1
QCR7	RIP1	1
QCR9	RIP1	1
RAD1	RAD10	1
RAD1	RAD14	1
RAD1	RAD2	1
RAD1	RAD27	1
RAD1	RAD30	1
RAD1	RAD4	1
RAD1	RAD5	1
RAD1	RAD51	1
RAD1	RAD6	1
RAD1	RAD9	1
RAD1	REV3	1
RAD1	RFA1	1
RAD1	RPL40B	1
RAD1	SAW1	1
RAD1	SEN1	1
RAD1	SGS1	1
RAD1	SLX1	1
RAD1	SLX4	1
RAD1	TOP3	1
RAD1	YEN1	1
RAD1	YKU70	1
RAD10	RAD14	1
RAD10	RAD27	1
RAD10	REV3	1
RAD10	RFA1	1
RAD10	RMI1	1
RAD10	SAW1	1
RAD10	TOP3	1
RAD10	YKU70	1
RAD10	YKU80	1
RAD14	RAD16	1
RAD14	RAD23	1
RAD14	RAD26	1
RAD14	RAD3	1
RAD14	RAD30	1
RAD14	RAD4	1
RAD14	RAD51	1
RAD14	RAD7	1
RAD14	REV1	1
RAD14	REV3	1
RAD14	RFA2	1
RAD14	RPB3	1
RAD14	RPO21	1
RAD14	TFB1	1
RAD16	RAD18	1
RAD16	RAD23	1
RAD16	RAD7	1
RAD16	RIM1	1
RAD17	RAD27	1
RAD17	RAD51	1
RAD17	RFC2	1
RAD17	RFC4	1
RAD17	SGS1	1
RAD17	TEL1	1
RAD18	RAD24	1
RAD18	RAD5	1
RAD18	RAD54	1
RAD18	RAD6	1
RAD18	REV3	1
RAD18	RFA1	1
RAD18	RFA2	1
RAD18	UBC13	1
RAD18	UBC9	1
RAD18	UBI4	1
RAD18	ULS1	1
RAD2	RAD26	1
RAD2	RAD3	1
RAD2	RAD52	1
RAD2	RPO21	1
RAD2	SEN1	1
RAD2	SGS1	1
RAD2	SSL1	1
RAD2	SSL2	1
RAD2	TFB1	1
RAD23	RAD34	1
RAD23	RAD4	1
RAD23	RAD7	1
RAD23	RPL40A	1
RAD23	RPL40B	1
RAD23	RPN1	1
RAD23	RPN10	1
RAD23	RPN11	1
RAD23	RPN2	1
RAD23	RPN6	1
RAD23	RPN8	1
RAD23	RPN9	1
RAD23	RPS31	1
RAD23	RPT1	1
RAD23	RPT2	1
RAD23	RPT3	1
RAD23	RPT4	1
RAD23	RPT5	1
RAD23	RPT6	1
RAD23	SSL2	1
RAD23	TFB1	1
RAD23	TFB2	1
RAD23	UBI4	1
RAD23	UFD2	1
RAD24	RAD27	1
RAD24	RAD51	1
RAD24	RAD52	1
RAD24	RAD57	1
RAD24	REV3	1
RAD24	RFA1	1
RAD24	RFA2	1
RAD24	RFC1	1
RAD24	RFC2	1
RAD24	RFC3	1
RAD24	RFC4	1
RAD24	RFC5	1
RAD24	SGS1	1
RAD24	TEL1	1
RAD24	TOF1	1
RAD24	TOP3	1
RAD26	RAD3	1
RAD26	RFC4	1
RAD26	RPB10	1
RAD26	RPB11	1
RAD26	RPB2	1
RAD26	RPB3	1
RAD26	RPB4	1
RAD26	RPB5	1
RAD26	RPB7	1
RAD26	RPB8	1
RAD26	RPB9	1
RAD26	RPC10	1
RAD26	RPO21	1
RAD26	RPO26	1
RAD26	SGS1	1
RAD27	RAD3	1
RAD27	RAD50	1
RAD27	RAD51	1
RAD27	RAD52	1
RAD27	RAD57	1
RAD27	RAD59	1
RAD27	REV3	1
RAD27	RFA1	1
RAD27	RFA2	1
RAD27	RFC1	1
RAD27	RFC2	1
RAD27	RFC4	1
RAD27	RFC5	1
RAD27	RNR1	1
RAD27	SGS1	1
RAD27	TEL1	1
RAD27	TOF1	1
RAD28	TFB1	1
RAD3	RAD51	1
RAD3	RAD52	1
RAD3	RFC1	1
RAD3	RPB10	1
RAD3	RPB11	1
RAD3	RPB2	1
RAD3	RPB3	1
RAD3	RPB4	1
RAD3	RPB5	1
RAD3	RPB7	1
RAD3	RPB8	1
RAD3	RPB9	1
RAD3	RPC10	1
RAD3	RPO21	1
RAD3	RPO26	1
RAD3	RPT3	1
RAD3	RPT6	1
RAD3	SGS1	1
RAD3	SPT15	1
RAD3	SSL1	1
RAD3	SSL2	1
RAD3	SUA7	1
RAD3	TFA1	1
RAD3	TFA2	1
RAD3	TFB1	1
RAD3	TFB2	1
RAD3	TFB3	1
RAD3	TFB4	1
RAD3	TFB5	1
RAD3	TFG1	1
RAD3	TFG2	1
RAD3	TOA1	1
RAD3	TOA2	1
RAD3	UBP15	1
RAD3	YDJ1	1
RAD30	REV1	1
RAD30	REV3	1
RAD30	SNF1	1
RAD30	SNF4	1
RAD30	UBI4	1
RAD34	RAD4	1
RAD34	TFB1	1
RAD4	RAD7	1
RAD4	RPS31	1
RAD4	TFB1	1
RAD4	UFD2	1
RAD5	RAD6	1
RAD5	REV1	1
RAD5	RFA1	1
RAD5	UBC13	1
RAD50	RAD51	1
RAD50	RAD52	1
RAD50	RAD9	1
RAD50	RFA1	1
RAD50	RMI1	1
RAD50	RPN11	1
RAD50	SAE2	1
RAD50	SGS1	1
RAD50	SMT3	1
RAD50	TEL1	1
RAD50	TOP3	1
RAD50	XRS2	1
RAD51	RAD52	1
RAD51	RAD54	1
RAD51	RAD55	1
RAD51	RAD57	1
RAD51	RAD59	1
RAD51	RDH54	1
RAD51	RFA1	1
RAD51	RFA2	1
RAD51	RFC2	1
RAD51	RFC5	1
RAD51	RMI1	1
RAD51	RPA135	1
RAD51	SGS1	1
RAD51	SRS2	1
RAD51	TEL1	1
RAD51	TOP3	1
RAD51	YEN1	1
RAD52	RAD55	1
RAD52	RAD57	1
RAD52	RAD59	1
RAD52	RFA1	1
RAD52	RFA2	1
RAD52	RFA3	1
RAD52	RIM1	1
RAD52	RMI1	1
RAD52	SGS1	1
RAD52	SMT3	1
RAD52	TEL1	1
RAD52	TOP3	1
RAD52	YEN1	1
RAD53	RAD9	1
RAD53	SRP1	1
RAD53	TEL1	1
RAD54	RDH54	1
RAD54	RFA1	1
RAD54	RFA2	1
RAD55	RAD57	1
RAD57	RFA1	1
RAD57	SGS1	1
RAD57	TOP3	1
RAD59	RFA1	1
RAD59	RFA2	1
RAD59	SGS1	1
RAD59	SMT3	1
RAD59	TEL1	1
RAD6	RAD9	1
RAD6	RKR1	1
RAD6	RSP5	1
RAD6	RTF1	1
RAD6	RTT101	1
RAD6	SIZ1	1
RAD6	UBC4	1
RAD6	UBI4	1
RAD6	UBR1	1
RAD6	UBR2	1
RAD7	SIR3	1
RAD9	RTT107	1
RAD9	SET1	1
RAD9	TEL1	1
RAD9	UBC13	1
RAD9	YKU70	1
RAD9	YKU80	1
RAI1	RAT1	1
RAI1	RRP6	1
RAI1	RTT103	1
RAM1	RAM2	1
RAM1	RCE1	1
RAM2	RER2	1
RAP1	RIF1	1
RAP1	RIF2	1
RAP1	RSC2	1
RAP1	RSC8	1
RAP1	RVB2	1
RAP1	SIR3	1
RAP1	SIR4	1
RAP1	TBF1	1
RAS1	RAS2	1
RAS1	RSR1	1
RAS1	SUI3	1
RAS2	RIM15	1
RAS2	RSR1	1
RAS2	SLT2	1
RAS2	STE20	1
RAS2	STE50	1
RAS2	TOR1	1
RAS2	TOR2	1
RAT1	RTT103	1
RAT1	VPS35	1
RAT1	XRN1	1
RAT1	YSP2	1
RBG1	RIE1	1
RBG1	TIF4631	1
RBG1	TMA46	1
RBL2	TUB2	1
RCE1	STE24	1
RCK2	ZRC1	1
RCL1	RNT1	1
RCL1	RPS11A	1
RCL1	RPS11B	1
RCL1	RPS12	1
RCL1	RPS13	1
RCL1	RPS14A	1
RCL1	RPS16A	1
RCL1	RPS1A	1
RCL1	RPS4A	1
RCL1	RPS4B	1
RCL1	RPS5	1
RCL1	RPS6A	1
RCL1	RPS6B	1
RCL1	RPS7A	1
RCL1	RPS8A	1
RCL1	RPS8B	1
RCL1	RPS9A	1
RCL1	RRP5	1
RCL1	RRP7	1
RCL1	RRP9	1
RCL1	SNU13	1
RCL1	SOF1	1
RCL1	UTP10	1
RCL1	UTP13	1
RCL1	UTP15	1
RCL1	UTP20	1
RCL1	UTP30	1
RCL1	UTP6	1
RCL1	UTP8	1
RCL1	UTP9	1
RCY1	SKP1	1
RCY1	YPT31	1
RCY1	YPT32	1
RDH54	RFA1	1
RDH54	SIS2	1
RDI1	RHO1	1
RDI1	RHO4	1
RDS1	RSP5	1
RDS2	SHP1	1
REB1	RFX1	1
REB1	RNA14	1
REB1	RPC40	1
REB1	RSC2	1
REB1	RSC3	1
REB1	TOP1	1
REB1	VPS1	1
REC8	SMC1	1
REC8	SMC3	1
REF2	RNA14	1
REF2	SSU72	1
REF2	SWD2	1
REF2	YSH1	1
REF2	YTH1	1
REG1	REG2	1
REG1	SDS22	1
REG1	SIT4	1
REG1	SNF1	1
REG1	SNF4	1
REG1	TPK1	1
REG1	TPK2	1
REG1	TPS1	1
REI1	RLP24	1
REI1	RPL14B	1
REI1	RPL17A	1
REI1	RPL19B	1
REI1	RPL25	1
REI1	RPL28	1
REI1	RPL2A	1
REI1	RPL2B	1
REI1	RPL3	1
REI1	RPL34A	1
REI1	RPL35A	1
REI1	RPL35B	1
REI1	RPL37A	1
REI1	RPL7A	1
REI1	RRP8	1
REI1	SDO1	1
REI1	SSF1	1
REI1	TIF6	1
REI1	YVH1	1
RER2	SRT1	1
RET1	RPB10	1
RET1	RPB5	1
RET1	RPB8	1
RET1	RPC10	1
RET1	RPC11	1
RET1	RPC17	1
RET1	RPC19	1
RET1	RPC25	1
RET1	RPC31	1
RET1	RPC34	1
RET1	RPC37	1
RET1	RPC40	1
RET1	RPC53	1
RET1	RPC82	1
RET1	RPO26	1
RET1	RPO31	1
RET1	SEC27	1
RET1	SEC28	1
RET1	SPT15	1
RET1	TAF10	1
RET1	TAF5	1
RET1	UBI4	1
REV1	REV3	1
REV1	UBI4	1
REV3	REV7	1
REV3	TAF1	1
REV3	YKU70	1
REX2	REX3	1
REX2	RNH70	1
REX3	RNH70	1
RFA1	RFA2	1
RFA1	RFA3	1
RFA1	RFC1	1
RFA1	RFC4	1
RFA1	RFC5	1
RFA1	RNH1	1
RFA1	RPB10	1
RFA1	RPB11	1
RFA1	RPO21	1
RFA1	SGS1	1
RFA1	TEL1	1
RFA1	TOF1	1
RFA2	RFA3	1
RFA2	RFC4	1
RFA2	RFC5	1
RFA2	RPB4	1
RFA2	SGS1	1
RFA2	TEL1	1
RFA2	TOP3	1
RFA2	YKU70	1
RFA2	YKU80	1
RFA3	RNH1	1
RFC1	RFC2	1
RFC1	RFC3	1
RFC1	RFC4	1
RFC1	RFC5	1
RFC1	RPB5	1
RFC1	RPB9	1
RFC1	SEN1	1
RFC1	SYF1	1
RFC1	UBI4	1
RFC2	RFC3	1
RFC2	RFC4	1
RFC2	RFC5	1
RFC2	RPL40B	1
RFC3	RFC4	1
RFC3	RFC5	1
RFC3	RPB3	1
RFC4	RFC5	1
RFC4	RPB8	1
RFC4	SSL1	1
RFC4	SYF1	1
RFC4	TOF1	1
RFC4	UBI4	1
RFC4	UBP3	1
RFC5	SGS1	1
RFC5	TEL1	1
RFC5	TFB1	1
RFC5	TOF1	1
RFC5	TOP2	1
RFM1	SIR2	1
RFM1	SUM1	1
RFX1	RSC2	1
RFX1	RSC3	1
RFX1	VPS1	1
RGA1	RGA2	1
RGA1	RHO1	1
RGA1	SAC6	1
RGA1	SEC22	1
RGD1	RHO1	1
RGD1	RHO3	1
RGD1	RHO4	1
RGP1	RIC1	1
RGP1	YPT6	1
RGR1	ROX3	1
RGR1	RPB9	1
RGR1	SIN4	1
RGR1	SOH1	1
RGR1	SRB2	1
RGR1	SRB4	1
RGR1	SRB5	1
RGR1	SRB7	1
RGR1	SRB8	1
RGR1	SSN2	1
RGR1	SSN3	1
RGR1	SSN8	1
RGR1	TAF14	1
RGT1	STD1	1
RHO1	ROM1	1
RHO1	ROM2	1
RHO1	SAC7	1
RHO1	SEC3	1
RHO1	SKN7	1
RHO1	SLT2	1
RHO1	SPA2	1
RHO1	TUS1	1
RHO2	ROM2	1
RHO2	TUS1	1
RHO3	ROM2	1
RHO3	SEC15	1
RHO3	SEC4	1
RHO4	ROM2	1
RHO5	ROM2	1
RIA1	RPL10	1
RIA1	SDO1	1
RIC1	SNF6	1
RIC1	SWI1	1
RIC1	SWI3	1
RIC1	SYG1	1
RIC1	YPT1	1
RIC1	YPT6	1
RIE1	SGN1	1
RIF1	RIF2	1
RIF1	STN1	1
RIM1	RNH1	1
RIM11	UME6	1
RIM8	STP22	1
RIO1	RIO2	1
RIO1	RPS14A	1
RIO2	RPS0A	1
RIO2	RPS11A	1
RIO2	RPS11B	1
RIO2	RPS12	1
RIO2	RPS13	1
RIO2	RPS14A	1
RIO2	RPS14B	1
RIO2	RPS15	1
RIO2	RPS16A	1
RIO2	RPS16B	1
RIO2	RPS17A	1
RIO2	RPS18A	1
RIO2	RPS18B	1
RIO2	RPS19A	1
RIO2	RPS1A	1
RIO2	RPS2	1
RIO2	RPS21A	1
RIO2	RPS22A	1
RIO2	RPS23A	1
RIO2	RPS23B	1
RIO2	RPS25A	1
RIO2	RPS27A	1
RIO2	RPS28A	1
RIO2	RPS28B	1
RIO2	RPS3	1
RIO2	RPS30A	1
RIO2	RPS30B	1
RIO2	RPS31	1
RIO2	RPS4A	1
RIO2	RPS4B	1
RIO2	RPS5	1
RIO2	RPS6A	1
RIO2	RPS6B	1
RIO2	RPS7A	1
RIO2	RPS8A	1
RIO2	RPS8B	1
RIO2	RPS9A	1
RIO2	RRP12	1
RIO2	SNF5	1
RIO2	SWI3	1
RIO2	TSR1	1
RIO2	TSR2	1
RIO2	YGR054W	1
RIX1	RLP24	1
RIX1	RLP7	1
RIX1	RPF2	1
RIX1	SPB4	1
RIX1	TIF6	1
RIX7	RPA135	1
RIX7	RPA190	1
RIX7	RPF2	1
RIX7	RPL2A	1
RIX7	RPL2B	1
RIX7	RPL3	1
RIX7	RPL7A	1
RIX7	RPT6	1
RKI1	TOR1	1
RKI1	VPS52	1
RKM1	RPL23A	1
RKR1	RQC2	1
RLF2	RTT106	1
RLI1	RPG1	1
RLI1	RPL10	1
RLI1	RPL12B	1
RLI1	RPL1B	1
RLI1	RPL2B	1
RLI1	RPL3	1
RLI1	RPL4A	1
RLI1	RPL4B	1
RLI1	RPL7A	1
RLI1	RPL8B	1
RLI1	RPP0	1
RLI1	RPS17A	1
RLI1	RPS1B	1
RLI1	SUP35	1
RLI1	SUP45	1
RLI1	TIF35	1
RLI1	TIF5	1
RLI1	UBP3	1
RLI1	YAE1	1
RLM1	SLT2	1
RLM1	SNF2	1
RLM1	SWI4	1
RLP24	RLP7	1
RLP24	RPF1	1
RLP24	RPF2	1
RLP24	RPL11A	1
RLP24	RPL12A	1
RLP24	RPL12B	1
RLP24	RPL13A	1
RLP24	RPL14A	1
RLP24	RPL14B	1
RLP24	RPL15A	1
RLP24	RPL16A	1
RLP24	RPL17A	1
RLP24	RPL18A	1
RLP24	RPL18B	1
RLP24	RPL19A	1
RLP24	RPL19B	1
RLP24	RPL1A	1
RLP24	RPL1B	1
RLP24	RPL20A	1
RLP24	RPL20B	1
RLP24	RPL21A	1
RLP24	RPL22A	1
RLP24	RPL23A	1
RLP24	RPL23B	1
RLP24	RPL25	1
RLP24	RPL26A	1
RLP24	RPL26B	1
RLP24	RPL27A	1
RLP24	RPL27B	1
RLP24	RPL28	1
RLP24	RPL2A	1
RLP24	RPL2B	1
RLP24	RPL3	1
RLP24	RPL30	1
RLP24	RPL31A	1
RLP24	RPL32	1
RLP24	RPL33A	1
RLP24	RPL34A	1
RLP24	RPL35A	1
RLP24	RPL35B	1
RLP24	RPL36A	1
RLP24	RPL36B	1
RLP24	RPL37A	1
RLP24	RPL38	1
RLP24	RPL39	1
RLP24	RPL43A	1
RLP24	RPL43B	1
RLP24	RPL4A	1
RLP24	RPL5	1
RLP24	RPL6A	1
RLP24	RPL7A	1
RLP24	RPL7B	1
RLP24	RPL8A	1
RLP24	RPL9A	1
RLP24	RPP2B	1
RLP24	RPS10B	1
RLP24	RPS11B	1
RLP24	RPS14A	1
RLP24	RPS18B	1
RLP24	RPS23A	1
RLP24	RPS4A	1
RLP24	RRP14	1
RLP24	RRP8	1
RLP24	SPB1	1
RLP24	SPB4	1
RLP24	SSF1	1
RLP24	SSF2	1
RLP24	TIF6	1
RLP7	RPF1	1
RLP7	RPF2	1
RLP7	RPL10	1
RLP7	RPL11A	1
RLP7	RPL11B	1
RLP7	RPL12A	1
RLP7	RPL12B	1
RLP7	RPL13A	1
RLP7	RPL13B	1
RLP7	RPL14A	1
RLP7	RPL14B	1
RLP7	RPL15A	1
RLP7	RPL15B	1
RLP7	RPL16A	1
RLP7	RPL16B	1
RLP7	RPL17A	1
RLP7	RPL17B	1
RLP7	RPL18A	1
RLP7	RPL18B	1
RLP7	RPL19A	1
RLP7	RPL19B	1
RLP7	RPL1A	1
RLP7	RPL1B	1
RLP7	RPL20A	1
RLP7	RPL20B	1
RLP7	RPL21A	1
RLP7	RPL22A	1
RLP7	RPL23A	1
RLP7	RPL23B	1
RLP7	RPL25	1
RLP7	RPL26A	1
RLP7	RPL26B	1
RLP7	RPL27A	1
RLP7	RPL27B	1
RLP7	RPL28	1
RLP7	RPL2A	1
RLP7	RPL2B	1
RLP7	RPL3	1
RLP7	RPL30	1
RLP7	RPL31A	1
RLP7	RPL31B	1
RLP7	RPL32	1
RLP7	RPL33A	1
RLP7	RPL33B	1
RLP7	RPL34A	1
RLP7	RPL35A	1
RLP7	RPL35B	1
RLP7	RPL36A	1
RLP7	RPL36B	1
RLP7	RPL37A	1
RLP7	RPL38	1
RLP7	RPL39	1
RLP7	RPL40B	1
RLP7	RPL43A	1
RLP7	RPL43B	1
RLP7	RPL4A	1
RLP7	RPL4B	1
RLP7	RPL5	1
RLP7	RPL6A	1
RLP7	RPL6B	1
RLP7	RPL7A	1
RLP7	RPL7B	1
RLP7	RPL8A	1
RLP7	RPL8B	1
RLP7	RPL9A	1
RLP7	RPL9B	1
RLP7	RPP0	1
RLP7	RPP1A	1
RLP7	RPP1B	1
RLP7	RPP2A	1
RLP7	RPP2B	1
RLP7	RPS10A	1
RLP7	RPS10B	1
RLP7	RPS11B	1
RLP7	RPS12	1
RLP7	RPS13	1
RLP7	RPS14A	1
RLP7	RPS14B	1
RLP7	RPS15	1
RLP7	RPS16A	1
RLP7	RPS17A	1
RLP7	RPS17B	1
RLP7	RPS18B	1
RLP7	RPS19A	1
RLP7	RPS19B	1
RLP7	RPS1A	1
RLP7	RPS1B	1
RLP7	RPS2	1
RLP7	RPS20	1
RLP7	RPS21A	1
RLP7	RPS22A	1
RLP7	RPS22B	1
RLP7	RPS23A	1
RLP7	RPS23B	1
RLP7	RPS27A	1
RLP7	RPS27B	1
RLP7	RPS29B	1
RLP7	RPS3	1
RLP7	RPS30B	1
RLP7	RPS31	1
RLP7	RPS4A	1
RLP7	RPS5	1
RLP7	RPS6A	1
RLP7	RPS6B	1
RLP7	RPS7A	1
RLP7	RPS7B	1
RLP7	RPS8B	1
RLP7	RPS9A	1
RLP7	RPS9B	1
RLP7	RRP5	1
RLP7	SNU13	1
RLP7	SPB1	1
RLP7	SPB4	1
RLP7	SSF1	1
RLP7	SSF2	1
RLP7	SUP45	1
RLP7	TIF6	1
RMI1	SGS1	1
RMI1	TOP3	1
RML2	RPL23A	1
RML2	RPS11B	1
RML2	RPS23A	1
RML2	RPS6B	1
RML2	RPS8B	1
RML2	RSM10	1
RML2	RSM18	1
RML2	RSM19	1
RML2	RSM23	1
RML2	RSM24	1
RML2	RSM7	1
RML2	RTC6	1
RML2	SWS2	1
RML2	YML6	1
RMP1	RPP1	1
RMP1	SNM1	1
RNA1	SET6	1
RNA1	SMT3	1
RNA1	TEF1	1
RNA1	YRB1	1
RNA1	YRB2	1
RNA14	RNA15	1
RNA14	RPO21	1
RNA14	SIF2	1
RNA14	SSU72	1
RNA14	SWD2	1
RNA14	YSH1	1
RNA14	YTH1	1
RNA15	SSU72	1
RNA15	SUA7	1
RNA15	SUB1	1
RNA15	YRA1	1
RNA15	YSH1	1
RNA15	YTH1	1
RNH1	VAS1	1
RNH201	RNH202	1
RNH201	RNH203	1
RNH202	RNH203	1
RNR1	RNR2	1
RNR1	RNR3	1
RNR1	RNR4	1
RNR1	SET6	1
RNR1	SML1	1
RNR2	RNR4	1
RNR2	SET6	1
RNR2	SMC1	1
RNR2	WTM1	1
RNR3	RNR4	1
RNR3	SML1	1
RNR4	WTM1	1
RNT1	SEN1	1
RNT1	SSF1	1
ROD1	SOL4	1
ROD1	UBP15	1
ROK1	RPS1B	1
ROK1	RRP5	1
ROK1	SOF1	1
ROK1	UTP15	1
ROK1	UTP23	1
ROK1	UTP30	1
ROK1	UTP6	1
ROM1	ROM2	1
ROM1	TUS1	1
ROM2	SLG1	1
ROM2	TUS1	1
ROX1	TAF2	1
ROX3	SFL1	1
ROX3	SIN4	1
ROX3	SOH1	1
ROX3	SRB2	1
ROX3	SRB4	1
ROX3	SRB5	1
ROX3	SRB7	1
ROX3	SRB8	1
ROX3	SSN2	1
ROX3	SSN3	1
ROX3	SSN8	1
ROX3	TAF14	1
ROY1	SKP1	1
ROY1	YPT52	1
RPA12	RPA135	1
RPA12	RPA14	1
RPA12	RPA190	1
RPA12	RPA34	1
RPA12	RPA43	1
RPA12	RPA49	1
RPA12	RPB10	1
RPA12	RPB5	1
RPA12	RPB8	1
RPA12	RPC10	1
RPA12	RPC19	1
RPA12	RPC40	1
RPA12	RPO26	1
RPA12	RRN3	1
RPA135	RPA14	1
RPA135	RPA190	1
RPA135	RPA34	1
RPA135	RPA43	1
RPA135	RPA49	1
RPA135	RPB10	1
RPA135	RPB3	1
RPA135	RPB5	1
RPA135	RPB8	1
RPA135	RPC10	1
RPA135	RPC19	1
RPA135	RPC34	1
RPA135	RPC40	1
RPA135	RPC82	1
RPA135	RPO26	1
RPA135	RRN3	1
RPA135	SNU13	1
RPA135	SPT4	1
RPA135	SPT5	1
RPA135	SSA1	1
RPA135	SUP45	1
RPA135	TIF6	1
RPA135	YNK1	1
RPA14	RPA190	1
RPA14	RPA34	1
RPA14	RPA43	1
RPA14	RPA49	1
RPA14	RPB10	1
RPA14	RPB5	1
RPA14	RPB8	1
